*******************************************************************************
 2014-Sep-26 00:00     2.0753372510E+08  60.080433 -46.195054
 2014-Sep-27 00:00     2.0823240876E+08  60.681374 -46.417888
 2014-Sep-28 00:00     2.0892213806E+08  61.283157 -46.636096
 2014-Sep-29 00:00     2.0960292637E+08  61.885783 -46.849725
 2014-Sep-30 00:00     2.1027478722E+08  62.489252 -47.058820
 2014-Oct-01 00:00     2.1093773425E+08  63.093563 -47.263424
 2014-Oct-02 00:00     2.1159178116E+08  63.698713 -47.463580
 2014-Oct-03 00:00     2.1223694177E+08  64.304696 -47.659328
 2014-Oct-04 00:00     2.1287322992E+08  64.911506 -47.850709
 2014-Oct-05 00:00     2.1350065952E+08  65.519134 -48.037762
 2014-Oct-06 00:00     2.1411924447E+08  66.127571 -48.220524
 2014-Oct-07 00:00     2.1472899871E+08  66.736806 -48.399033
 2014-Oct-08 00:00     2.1532993615E+08  67.346826 -48.573323
 2014-Oct-09 00:00     2.1592207069E+08  67.957615 -48.743431
 2014-Oct-10 00:00     2.1650541619E+08  68.569158 -48.909389
 2014-Oct-11 00:00     2.1707998649E+08  69.181438 -49.071231
 2014-Oct-12 00:00     2.1764579534E+08  69.794436 -49.228989
 2014-Oct-13 00:00     2.1820285645E+08  70.408132 -49.382694
 2014-Oct-14 00:00     2.1875118343E+08  71.022503 -49.532376
 2014-Oct-15 00:00     2.1929078981E+08  71.637528 -49.678066
 2014-Oct-16 00:00     2.1982168904E+08  72.253182 -49.819793
 2014-Oct-17 00:00     2.2034389445E+08  72.869439 -49.957584
 2014-Oct-18 00:00     2.2085741925E+08  73.486272 -50.091467
 2014-Oct-19 00:00     2.2136227655E+08  74.103655 -50.221470
 2014-Oct-20 00:00     2.2185847932E+08  74.721557 -50.347618
 2014-Oct-21 00:00     2.2234604038E+08  75.339948 -50.469938
 2014-Oct-22 00:00     2.2282497244E+08  75.958798 -50.588454
 2014-Oct-23 00:00     2.2329528804E+08  76.578074 -50.703192
 2014-Oct-24 00:00     2.2375699957E+08  77.197743 -50.814175
 2014-Oct-25 00:00     2.2421011926E+08  77.817770 -50.921427
 2014-Oct-26 00:00     2.2465465919E+08  78.438120 -51.024971
 2014-Oct-27 00:00     2.2509063124E+08  79.058757 -51.124831
 2014-Oct-28 00:00     2.2551804715E+08  79.679644 -51.221027
 2014-Oct-29 00:00     2.2593691847E+08  80.300744 -51.313583
 2014-Oct-30 00:00     2.2634725655E+08  80.922017 -51.402519
 2014-Oct-31 00:00     2.2674907258E+08  81.543425 -51.487857
 2014-Nov-01 00:00     2.2714237754E+08  82.164927 -51.569618
 2014-Nov-02 00:00     2.2752718223E+08  82.786484 -51.647822
 2014-Nov-03 00:00     2.2790349725E+08  83.408053 -51.722489
 2014-Nov-04 00:00     2.2827133299E+08  84.029594 -51.793639
 2014-Nov-05 00:00     2.2863069965E+08  84.651064 -51.861291
 2014-Nov-06 00:00     2.2898160721E+08  85.272420 -51.925465
 2014-Nov-07 00:00     2.2932406547E+08  85.893621 -51.986179
 2014-Nov-08 00:00     2.2965808399E+08  86.514621 -52.043453
 2014-Nov-09 00:00     2.2998367213E+08  87.135378 -52.097305
 2014-Nov-10 00:00     2.3030083904E+08  87.755848 -52.147752
 2014-Nov-11 00:00     2.3060959363E+08  88.375986 -52.194814
 2014-Nov-12 00:00     2.3090994463E+08  88.995748 -52.238507
 2014-Nov-13 00:00     2.3120190051E+08  89.615091 -52.278850
 2014-Nov-14 00:00     2.3148546954E+08  90.233969 -52.315859
 2014-Nov-15 00:00     2.3176065976E+08  90.852338 -52.349552
 2014-Nov-16 00:00     2.3202747898E+08  91.470153 -52.379946
 2014-Nov-17 00:00     2.3228593481E+08  92.087371 -52.407057
 2014-Nov-18 00:00     2.3253603458E+08  92.703946 -52.430903
 2014-Nov-19 00:00     2.3277778545E+08  93.319835 -52.451499
 2014-Nov-20 00:00     2.3301119430E+08  93.934995 -52.468862
 2014-Nov-21 00:00     2.3323626781E+08  94.549380 -52.483008
 2014-Nov-22 00:00     2.3345301241E+08  95.162948 -52.493953
 2014-Nov-23 00:00     2.3366143431E+08  95.775657 -52.501713
 2014-Nov-24 00:00     2.3386153948E+08  96.387462 -52.506302
 2014-Nov-25 00:00     2.3405333364E+08  96.998323 -52.507738
 2014-Nov-26 00:00     2.3423682230E+08  97.608197 -52.506035
 2014-Nov-27 00:00     2.3441201071E+08  98.217043 -52.501208
 2014-Nov-28 00:00     2.3457890390E+08  98.824820 -52.493271
 2014-Nov-29 00:00     2.3473750665E+08  99.431488 -52.482241
 2014-Nov-30 00:00     2.3488782351E+08 100.037008 -52.468132
 2014-Dec-01 00:00     2.3502985879E+08 100.641341 -52.450957
 2014-Dec-02 00:00     2.3516361655E+08 101.244448 -52.430732
 2014-Dec-03 00:00     2.3528910062E+08 101.846292 -52.407470
 2014-Dec-04 00:00     2.3540631459E+08 102.446836 -52.381186
 2014-Dec-05 00:00     2.3551526180E+08 103.046045 -52.351893
 2014-Dec-06 00:00     2.3561594536E+08 103.643882 -52.319605
 2014-Dec-07 00:00     2.3570836812E+08 104.240313 -52.284335
 2014-Dec-08 00:00     2.3579253271E+08 104.835306 -52.246097
 2014-Dec-09 00:00     2.3586844151E+08 105.428826 -52.204903
 2014-Dec-10 00:00     2.3593609665E+08 106.020843 -52.160767
